PlayerId(name='', guid='AD AyanDenis', is_player=True) got knocked by PlayerId(name='', guid='Savage_1802', is_player=True) with 5
PlayerId(name='', guid='FiliKas69', is_player=True) got eliminated by PlayerId(name='', guid='Ghost LaughBear', is_player=True) with 4
PlayerId(name='', guid='kinczulK', is_player=True) got eliminated by PlayerId(name='', guid='Ghost LaughBear', is_player=True) with 6
PlayerId(name='', guid='abdullah1564', is_player=True) got eliminated by PlayerId(name='', guid='Sparda2K', is_player=True) with 3
PlayerId(name='', guid='2661974M', is_player=True) got knocked by PlayerId(name='', guid='Jamesontango_171', is_player=True) with 4
PlayerId(name='', guid='3D_Ruling', is_player=True) got eliminated by PlayerId(name='', guid='mc.Coco', is_player=True) with 5
PlayerId(name='', guid='oDaiCu Flavia', is_player=True) got eliminated by PlayerId(name='', guid='Savage_1802', is_player=True) with 4
PlayerId(name='', guid='HaRuN42_36', is_player=True) got eliminated by PlayerId(name='', guid='HaRuN42_36', is_player=True) with 15
PlayerId(name='', guid='AD AyanDenis', is_player=True) got eliminated by PlayerId(name='', guid='Savage_1802', is_player=True) with 5
PlayerId(name='', guid='you are ugly 36', is_player=True) got eliminated by PlayerId(name='', guid='JokarXd11', is_player=True) with 5
PlayerId(name='', guid='2661974M', is_player=True) got eliminated by PlayerId(name='', guid='Jamesontango_171', is_player=True) with 4
PlayerId(name='', guid='SniperGC666', is_player=True) got knocked by PlayerId(name='', guid='paris tsak16', is_player=True) with 5
PlayerId(name='', guid='paris tsak16', is_player=True) got eliminated by PlayerId(name='', guid='Jamesontango_171', is_player=True) with 4
PlayerId(name='', guid='kyriedurant6', is_player=True) got eliminated by PlayerId(name='', guid='franebiondic123', is_player=True) with 3
PlayerId(name='', guid='JokarXd11', is_player=True) got eliminated by PlayerId(name='', guid='M1L_iamzod', is_player=True) with 3
PlayerId(name='', guid='Gol.D.', is_player=True) got eliminated by PlayerId(name='', guid='Gromoboy2282', is_player=True) with 3
PlayerId(name='', guid='Ps_plus38j', is_player=True) got eliminated by PlayerId(name='', guid='Sparda2K', is_player=True) with 5
PlayerId(name='', guid='C4azySaviol', is_player=True) got knocked by PlayerId(name='', guid='mc.Coco', is_player=True) with 3
PlayerId(name='', guid='C4azySaviol', is_player=True) got eliminated by PlayerId(name='', guid='mc.Coco', is_player=True) with 8
PlayerId(name='', guid='Nassim_401', is_player=True) got knocked by PlayerId(name='', guid='SniperGC666', is_player=True) with 3
PlayerId(name='', guid='SniperGC666', is_player=True) got knocked by PlayerId(name='', guid='Cookie-Mina', is_player=True) with 3
PlayerId(name='', guid='FallShark152442', is_player=True) got eliminated by PlayerId(name='', guid='mc.Coco', is_player=True) with 3
PlayerId(name='', guid='Sparda2K', is_player=True) got knocked by PlayerId(name='', guid='cimek23', is_player=True) with 5
PlayerId(name='', guid='Sparda2K', is_player=True) got eliminated by PlayerId(name='', guid='cimek23', is_player=True) with 5
PlayerId(name='', guid='cimek23', is_player=True) got knocked by PlayerId(name='', guid='abdallah7864', is_player=True) with 4
PlayerId(name='', guid='abdallah7864', is_player=True) got eliminated by PlayerId(name='', guid='PaoloWAWA PL', is_player=True) with 16
PlayerId(name='', guid='Nassim_401', is_player=True) got eliminated by PlayerId(name='', guid='SniperGC666', is_player=True) with 3
PlayerId(name='', guid='Cookie-Mina', is_player=True) got eliminated by PlayerId(name='', guid='Jamesontango_171', is_player=True) with 3
PlayerId(name='', guid='D.u.r.a.l', is_player=True) got knocked by PlayerId(name='', guid='FandanGle CZ', is_player=True) with 3
PlayerId(name='', guid='D.u.r.a.l', is_player=True) got eliminated by PlayerId(name='', guid='FandanGle CZ', is_player=True) with 3
PlayerId(name='', guid='NewRokracek', is_player=True) got knocked by PlayerId(name='', guid='heaven-guard', is_player=True) with 3
PlayerId(name='', guid='KsK sneaX', is_player=True) got knocked by PlayerId(name='', guid='THEGUYDELTA', is_player=True) with 3
PlayerId(name='', guid='heaven-guard', is_player=True) got eliminated by PlayerId(name='', guid='FandanGle CZ', is_player=True) with 3
PlayerId(name='', guid='Mansaren2.0', is_player=True) got knocked by PlayerId(name='', guid='Ghost LaughBear', is_player=True) with 3
PlayerId(name='', guid='KsK sneaX', is_player=True) got eliminated by PlayerId(name='', guid='THEGUYDELTA', is_player=True) with 3
PlayerId(name='', guid='Ghost LaughBear', is_player=True) got eliminated by PlayerId(name='', guid='THEGUYDELTA', is_player=True) with 4
PlayerId(name='', guid='Shanlom', is_player=True) got knocked by PlayerId(name='', guid='Joniッ.', is_player=True) with 6
PlayerId(name='', guid='Shanlom', is_player=True) got eliminated by PlayerId(name='', guid='Joniッ.', is_player=True) with 6
PlayerId(name='', guid='islami007', is_player=True) got knocked by PlayerId(name='', guid='Shiqan', is_player=True) with 6
PlayerId(name='', guid='islami007', is_player=True) got eliminated by PlayerId(name='', guid='Shiqan', is_player=True) with 3
PlayerId(name='', guid='Shiqan', is_player=True) got eliminated by PlayerId(name='', guid='Joniッ.', is_player=True) with 3
PlayerId(name='', guid='AlexSRK', is_player=True) got knocked by PlayerId(name='', guid='VLADdiLAvaslui', is_player=True) with 1
